"Sum Sq","Df","F value","Pr(>F)","metric","term"
10.9131196674499,1,914.911724464247,8.38384347602058e-34,"Shannon","(Intercept)"
0.660857798451323,24,2.3084849796668,0.00633390417448128,"Shannon","species_treat"
0.596402875580175,50,NA,NA,"Shannon","Residuals"
110.972403980768,1,137.025650444525,6.18808305594602e-16,"InvSimpson","(Intercept)"
31.5048935216907,24,1.62089040913845,0.07493330749668,"InvSimpson","species_treat"
40.4932958248193,50,NA,NA,"InvSimpson","Residuals"
