"Sum Sq","Df","F value","Pr(>F)","metric","term"
419.680672582536,1,43116.2188758727,2.80497337179096e-141,"Shannon","(Intercept)"
0.277810593040134,21,1.35909935226364,0.155995814323005,"Shannon","species_treat"
1.04150672617213,107,NA,NA,"Shannon","Residuals"
45.5033698788173,1,49.3172698777808,2.09477945152586e-10,"InvSimpson.c","(Intercept)"
15.5774701391856,21,0.803957514222867,0.709380777356726,"InvSimpson.c","species_treat"
98.725265796334,107,NA,NA,"InvSimpson.c","Residuals"
