"contrast","species","timepoint","SE","df","lower.CL","upper.CL","null","t.ratio","p.value","amend","eff","LCL","UCL","treat","metric","amendment","pval","sig","stat","df.r","stat.f","eff_fmt"
"TP2 / TP1","L",NA,0.07371603803467489,18.000000000000007,0.95122067311578,1.2619964685332965,1,1.3576331650765372,0.19135811879140063,"RW",0.13177992409749184,-0.0721480250124605,0.335707873207444,"SL-2","Shannon","RW",0.191,", p > 0.1",1.36,20,"t = 1.36, df = 20, p > 0.1","0.132 [-0.0721 to 0.336]"
"TP2 / TP1","R",NA,0.0696121669146759,17.999999999999993,0.898264937115568,1.1917394254415565,1,0.5062628631464674,0.6188166191800005,"RW",0.04914087501321405,-0.15478707409673814,0.2530688241231661,"SL-0","Shannon","RW",0.619,", p > 0.1",0.506,20,"t = 0.506, df = 20, p > 0.1","0.0491 [-0.155 to 0.253]"
"TP2 / TP1","R",NA,0.07456821398553862,17.999999999999964,0.9622170234786738,1.2765854653002304,1,1.5284681227640269,0.14377899032499666,"RW",0.1483621779318598,-0.05556577117809248,0.352290127041812,"SL-1","Shannon","RW",0.144,", p > 0.1",1.53,20,"t = 1.53, df = 20, p > 0.1","0.148 [-0.0556 to 0.352]"
"TP2 / TP1","R",NA,0.06854427327887654,17.999999999999993,0.8844849981749631,1.1734574065881553,1,0.27648762045493314,0.7853232955164737,"RW",0.026837527672943336,-0.17709042143700898,0.23076547678289552,"SL-2","Shannon","RW",0.785,", p > 0.1",0.276,20,"t = 0.276, df = 20, p > 0.1","0.0268 [-0.177 to 0.231]"
"TP2 / TP1","P",NA,0.07135573405330715,17.99999999999998,0.9207636653631612,1.2215887720731318,1,0.8739498926493309,0.39365654060132327,"RW",0.08483075802869561,-0.11909719108125667,0.2887587071386479,"SL-0","Shannon","RW",0.394,", p > 0.1",0.874,20,"t = 0.874, df = 20, p > 0.1","0.0848 [-0.119 to 0.289]"
"TP2 / TP1","P",NA,0.07769258195691449,17.999999999999964,1.0025333980971196,1.3300737081764986,1,2.1385284283646917,0.04643682207851511,"RW",0.20757824810087042,0.0036502989909179815,0.41150619721082254,"SL-1","Shannon","RW",0.0464,", p = 0.0464*",2.14,20,"t = 2.14, df = 20, p = 0.0464*","0.208 [0.00365 to 0.412]"
"TP2 / TP1","P",NA,0.07540642134220199,17.999999999999964,0.973033125201896,1.2909353239227226,1,1.6946087691624803,0.10738038216583588,"RW",0.16448877408102064,-0.03943917502893159,0.3684167231909728,"SL-2","Shannon","RW",0.107,", p > 0.1",1.69,20,"t = 1.69, df = 20, p > 0.1","0.164 [-0.0394 to 0.368]"
"linear","L","TP1",0.48347647596137644,35.72182830662237,0.4223353321104266,2.674473320988978,1,0.13386851254585785,0.8942579193953574,"BS",0.08785783192135642,-1.2435391484153382,1.4192548122580508,NA,"InvSimpson","BS",0.894,", p > 0.1",0.134,40,"t = 0.134, df = 40, p > 0.1","0.0879 [-1.24 to 1.42]"
"quadratic","L","TP1",1.0313721120268973,35.7218283066223,0.2646902038550983,6.473164365372787,1,0.34169867728700354,0.734579727044575,"BS",0.3884239219929778,-1.9176232929939587,2.6944711369799146,NA,"InvSimpson","BS",0.735,", p > 0.1",0.342,40,"t = 0.342, df = 40, p > 0.1","0.388 [-1.92 to 2.69]"
"linear","R","TP1",0.5208622899589306,35.7218283066223,0.4549932812680956,2.8812824773622916,1,0.29759909965967146,0.7677331000832411,"BS",0.1953141271282127,-1.1360828532084821,1.5267111074649076,NA,"InvSimpson","BS",0.768,", p > 0.1",0.298,40,"t = 0.298, df = 40, p > 0.1","0.195 [-1.14 to 1.53]"
"quadratic","R","TP1",0.8829344843488831,35.72182830662237,0.22659533443629432,5.54153052462692,1,0.14448044270429708,0.8859331778639608,"BS",0.164237276690855,-2.1418099382960816,2.4702844916777917,NA,"InvSimpson","BS",0.886,", p > 0.1",0.144,40,"t = 0.144, df = 40, p > 0.1","0.164 [-2.14 to 2.47]"
"linear","P","TP1",0.9129074345324444,35.72182830662237,0.7974598221819962,5.049980091243493,1,1.5311314236016815,0.13454579603669087,"BS",1.0048807199394412,-0.3265162603972536,2.3362777002761357,NA,"InvSimpson","BS",0.135,", p > 0.1",1.53,40,"t = 1.53, df = 40, p > 0.1","1 [-0.327 to 2.34]"
"quadratic","P","TP1",2.37635241046039,35.72182830662237,0.609864467558835,14.9146167164919,1,1.4010258947792378,0.16983432619791838,"BS",1.5926077829291352,-0.7134394320578014,3.898654997916071,NA,"InvSimpson","BS",0.17,", p > 0.1",1.4,40,"t = 1.4, df = 40, p > 0.1","1.59 [-0.713 to 3.9]"
"linear","L","TP2",0.4539806682884664,35.72182830662237,0.3965696075120724,2.511309745045892,1,-0.004505563218177665,0.9964301611151047,"BS",-0.002956998687784077,-1.3343539790244783,1.3284399816489105,NA,"InvSimpson","BS",0.996,", p > 0.1",-0.00451,40,"t = -0.00451, df = 40, p > 0.1","-0.00296 [-1.33 to 1.33]"
"quadratic","L","TP2",0.9137204191188567,35.72182830662237,0.23449620285721728,5.734751199865118,1,0.1879787193718518,0.8519571101080199,"BS",0.21368368180220979,-2.0923635331847272,2.5197308967891465,NA,"InvSimpson","BS",0.852,", p > 0.1",0.188,40,"t = 0.188, df = 40, p > 0.1","0.214 [-2.09 to 2.52]"
"linear","R","TP2",0.3251348799397658,35.72182830662237,0.28401784642571626,1.79856643571491,1,-0.73830554813764,0.465151988563551,"BS",-0.48454952939483276,-1.8159465097315273,0.8468474509418616,NA,"InvSimpson","BS",0.465,", p > 0.1",-0.738,40,"t = -0.738, df = 40, p > 0.1","-0.485 [-1.82 to 0.847]"
"quadratic","R","TP2",0.6249645191135456,35.72182830662237,0.16039020644185675,3.9224427416383745,1,-0.29408101287141236,0.770398081769329,"BS",-0.33429482756597745,-2.640342042552914,1.9717523874209593,NA,"InvSimpson","BS",0.77,", p > 0.1",-0.294,40,"t = -0.294, df = 40, p > 0.1","-0.334 [-2.64 to 1.97]"
"linear","P","TP2",0.43759063623900224,35.7218283066223,0.3822522829408062,2.4206441064348665,1,-0.08533604010333565,0.9324707437850148,"BS",-0.056005996672777614,-1.387402977009472,1.2753909836639168,NA,"InvSimpson","BS",0.932,", p > 0.1",-0.0853,40,"t = -0.0853, df = 40, p > 0.1","-0.056 [-1.39 to 1.28]"
"quadratic","P","TP2",0.8034970873869495,35.72182830662237,0.20620860829702456,5.04296039528591,1,0.024828527919083913,0.980329919278325,"BS",0.028223680197457735,-2.2778235347894786,2.3342708951843942,NA,"InvSimpson","BS",0.98,", p > 0.1",0.0248,40,"t = 0.0248, df = 40, p > 0.1","0.0282 [-2.28 to 2.33]"
"L / R",NA,"TP1",0.5873724341816466,35.72182830662237,0.42453766587694797,3.926954630476345,1,0.5617674883148839,0.8411138831642381,"BS",0.36868769682000013,-1.2360355364842759,1.9734109301242764,"SL-0","InvSimpson","BS",0.841,", p > 0.1",0.562,40,"t = 0.562, df = 40, p > 0.1","0.369 [-1.24 to 1.97]"
"L / P",NA,"TP1",1.3297785003571672,35.72182830662237,0.961129647600034,8.890406725948864,1,2.3579574467601336,0.06062156124052476,"BS",1.5475261889101541,-0.057197044394121474,3.15224942221443,"SL-0","InvSimpson","BS",0.0606,", p = 0.0606.",2.36,40,"t = 2.36, df = 40, p = 0.0606.","1.55 [-0.0572 to 3.15]"
"R / P",NA,"TP1",1.0298957151838868,35.72182830662237,0.7443820948628702,6.885501450683304,1,1.7961899584452499,0.18535394351227863,"BS",1.178838492090154,-0.4258847412141216,2.78356172539443,"SL-0","InvSimpson","BS",0.185,", p > 0.1",1.8,40,"t = 1.8, df = 40, p > 0.1","1.18 [-0.426 to 2.78]"
"L / R",NA,"TP1",0.5235960052167252,35.72182830662237,0.378441705775488,3.5005690385341937,1,0.30910619351983465,0.9487699319108691,"BS",0.2028662265655106,-1.4018570067387652,1.8075894598697864,"SL-1","InvSimpson","BS",0.949,", p > 0.1",0.309,40,"t = 0.309, df = 40, p > 0.1","0.203 [-1.4 to 1.81]"
"L / P",NA,"TP1",1.4689308109362997,35.7218283066223,1.061705353398944,9.820727555750137,1,2.5767302725007797,0.03705352184912181,"BS",1.6911066753691906,0.08638344206490073,3.295829908673481,"SL-1","InvSimpson","BS",0.0371,", p = 0.0371*",2.58,40,"t = 2.58, df = 40, p = 0.0371*","1.69 [0.0864 to 3.3]"
"R / P",NA,"TP1",1.276240496031833,35.72182830662237,0.9224337571065445,8.532471450547744,1,2.2676240789809454,0.07364194953039305,"BS",1.4882404488036802,-0.1164827845005957,3.092963682107956,"SL-1","InvSimpson","BS",0.0736,", p = 0.0736.",2.27,40,"t = 2.27, df = 40, p = 0.0736.","1.49 [-0.116 to 3.09]"
"L / R",NA,"TP1",0.5452127367051081,35.7218283066223,0.3940657224911353,3.645090502045431,1,0.3980369012010703,0.9165804063620953,"BS",0.26123140161314395,-1.343491831691146,1.8659546349174339,"SL-2","InvSimpson","BS",0.917,", p > 0.1",0.398,40,"t = 0.398, df = 40, p > 0.1","0.261 [-1.34 to 1.87]"
"L / P",NA,"TP1",0.7042517114466967,35.72182830662237,0.5090149969056358,4.708366205744068,1,0.9606945357043098,0.606077006891989,"BS",0.6305033008920696,-0.9742199324122062,2.2352265341963458,"SL-2","InvSimpson","BS",0.606,", p > 0.1",0.961,40,"t = 0.961, df = 40, p > 0.1","0.631 [-0.974 to 2.24]"
"R / P",NA,"TP1",0.5876103319328428,35.72182830662237,0.4247096122437384,3.928545126763325,1,0.5626576345032397,0.8406549761502025,"BS",0.3692718992789256,-1.23545133402535,1.9739951325832015,"SL-2","InvSimpson","BS",0.841,", p > 0.1",0.563,40,"t = 0.563, df = 40, p > 0.1","0.369 [-1.24 to 1.97]"
"L / R",NA,"TP2",0.5622642348988363,35.72182830662237,0.4063901061727739,3.7590905059470296,1,0.46573315726274855,0.887690810483533,"BS",0.3056604176204341,-1.2990628156838417,1.91038365092471,"SL-0","InvSimpson","BS",0.888,", p > 0.1",0.466,40,"t = 0.466, df = 40, p > 0.1","0.306 [-1.3 to 1.91]"
"L / P",NA,"TP2",0.5727732537204945,35.72182830662237,0.4139857542855758,3.829349915006583,1,0.5064399480227321,0.8686896030059658,"BS",0.33237626224015604,-1.2723469710641195,1.937099495544432,"SL-0","InvSimpson","BS",0.869,", p > 0.1",0.506,40,"t = 0.506, df = 40, p > 0.1","0.332 [-1.27 to 1.94]"
"R / P",NA,"TP2",0.4634146677466257,35.72182830662237,0.3349441852040548,3.098218897306113,1,0.04070679075998348,0.9990868683159697,"BS",0.026715844619722182,-1.5780073886845536,1.6314390779239978,"SL-0","InvSimpson","BS",0.999,", p > 0.1",0.0407,40,"t = 0.0407, df = 40, p > 0.1","0.0267 [-1.58 to 1.63]"
"L / R",NA,"TP2",0.5494755518852235,35.72182830662237,0.3971467755016578,3.6735901061062193,1,0.41515717545828856,0.9096125008606184,"BS",0.27246742828986475,-1.3322558050144109,1.8771906615941407,"SL-1","InvSimpson","BS",0.91,", p > 0.1",0.415,40,"t = 0.415, df = 40, p > 0.1","0.272 [-1.33 to 1.88]"
"L / P",NA,"TP2",0.5470825820607172,35.7218283066223,0.39541719855065993,3.657591595815204,1,0.4055629760349193,0.9135465017138706,"BS",0.2661707604302769,-1.3385524728740128,1.8708939937345668,"SL-1","InvSimpson","BS",0.914,", p > 0.1",0.406,40,"t = 0.406, df = 40, p > 0.1","0.266 [-1.34 to 1.87]"
"R / P",NA,"TP2",0.4529309719188301,35.72182830662237,0.3273668398989466,3.0281287884081256,1,-0.009594199423369214,0.9999492522827688,"BS",-0.0062966678595879405,-1.6110199011638637,1.5984265654446876,"SL-1","InvSimpson","BS",1,", p > 0.1",-0.00959,40,"t = -0.00959, df = 40, p > 0.1","-0.0063 [-1.61 to 1.6]"
"L / R",NA,"TP2",0.7850806199610623,35.7218283066223,0.5674360499873591,5.24875836256889,1,1.1995331421822109,0.4612142329129221,"BS",0.7872529483274828,-0.8174702849768066,2.3919761816317724,"SL-2","InvSimpson","BS",0.461,", p > 0.1",1.2,40,"t = 1.2, df = 40, p > 0.1","0.787 [-0.817 to 2.39]"
"L / P",NA,"TP2",0.5942265738057702,35.72182830662237,0.42949166144821505,3.97277887037685,1,0.58727042490789,0.8277879146158563,"BS",0.38542526022514956,-1.219297973079126,1.9901484935294256,"SL-2","InvSimpson","BS",0.828,", p > 0.1",0.587,40,"t = 0.587, df = 40, p > 0.1","0.385 [-1.22 to 1.99]"
"R / P",NA,"TP2",0.34432243261675227,35.72182830662237,0.24886738523208057,2.3020123050634713,1,-0.6122627172743209,0.8143870362775836,"BS",-0.4018276881023332,-2.006550921406609,1.2028955452019423,"SL-2","InvSimpson","BS",0.814,", p > 0.1",-0.612,40,"t = -0.612, df = 40, p > 0.1","-0.402 [-2.01 to 1.2]"
"TP2 / TP1","L",NA,0.7899508380118205,18.00000000000002,0.7301294969118284,4.529674801464518,1,1.3768194190934162,0.18545256683002287,"BS",0.8628158745834907,-0.45377572954706646,2.179407478714048,"SL-0","InvSimpson","BS",0.185,", p > 0.1",1.38,20,"t = 1.38, df = 20, p > 0.1","0.863 [-0.454 to 2.18]"
"TP2 / TP1","L",NA,0.8132650276332773,17.999999999999964,0.7516781512332334,4.663361218597351,1,1.4437804805847412,0.16598093176335096,"BS",0.9047785793743044,-0.4118130247562532,2.221370183504862,"SL-1","InvSimpson","BS",0.166,", p > 0.1",1.44,20,"t = 1.44, df = 20, p > 0.1","0.905 [-0.412 to 2.22]"
"TP2 / TP1","L",NA,0.741757721805455,17.999999999999993,0.6855859455954861,4.253329573914094,1,1.2319036543194979,0.2338363164639855,"BS",0.7720010439743503,-0.5445905601562072,2.0885926481049077,"SL-2","InvSimpson","BS",0.234,", p > 0.1",1.23,20,"t = 1.23, df = 20, p > 0.1","0.772 [-0.545 to 2.09]"
"TP2 / TP1","R",NA,0.8252264999396905,18.00000000000002,0.7627338060121904,4.731949764982264,1,1.4773938110243428,0.1568536792935586,"BS",0.925843153783057,-0.39074845034750033,2.2424347579136144,"SL-0","InvSimpson","BS",0.157,", p > 0.1",1.48,20,"t = 1.48, df = 20, p > 0.1","0.926 [-0.391 to 2.24]"
"TP2 / TP1","R",NA,0.774961357589575,18.000000000000007,0.7162751388011277,4.443723285890994,1,1.332715896646032,0.19925059294490605,"BS",0.8351773776499504,-0.4814142264806069,2.1517689817805077,"SL-1","InvSimpson","BS",0.199,", p > 0.1",1.33,20,"t = 1.33, df = 20, p > 0.1","0.835 [-0.481 to 2.15]"
"TP2 / TP1","R",NA,0.5151264051044288,18.000000000000007,0.4761169491907892,2.95379786246346,1,0.3925163624161483,0.6992859269685822,"BS",0.24597949726001134,-1.0706121068705459,1.5625711013905685,"SL-2","InvSimpson","BS",0.699,", p > 0.1",0.393,20,"t = 0.393, df = 20, p > 0.1","0.246 [-1.07 to 1.56]"
"TP2 / TP1","P",NA,1.8339886401885936,18.00000000000002,1.69510447836612,10.516315357728807,1,3.3158681378676573,0.0038442299431716612,"BS",2.0779658012534887,0.7613741971229316,3.3945574053840457,"SL-0","InvSimpson","BS",0.00384,", p = 0.00384**",3.32,20,"t = 3.32, df = 20, p = 0.00384**","2.08 [0.761 to 3.39]"
"TP2 / TP1","P",NA,2.183637526984724,18.00000000000002,2.0182751790324556,12.521244874439883,1,3.717590567352794,0.0015756984138121206,"BS",2.329714494313218,1.0131228901826608,3.646306098443775,"SL-1","InvSimpson","BS",0.00158,", p = 0.00158**",3.72,20,"t = 3.72, df = 20, p = 0.00158**","2.33 [1.01 to 3.65]"
"TP2 / TP1","P",NA,0.8790992663196543,18.00000000000002,0.812526899356137,5.040862801862738,1,1.62298153724147,0.12197657305940392,"BS",1.0170790846412703,-0.299512519489287,2.3336706887718273,"SL-2","InvSimpson","BS",0.122,", p > 0.1",1.62,20,"t = 1.62, df = 20, p > 0.1","1.02 [-0.3 to 2.33]"
"linear","L","TP1",2.8312124789653805,35.98383715926805,1.2397676459309885,16.14647628995193,1,2.3677676705706805,0.023391146354773552,"RW",2.161608604399192,0.31006975974618445,4.0131474490522,NA,"InvSimpson","RW",0.0234,", p = 0.0234*",2.37,40,"t = 2.37, df = 40, p = 0.0234*","2.16 [0.31 to 4.01]"
"quadratic","L","TP1",0.27715458860964104,35.98383715926813,0.02738464095986956,2.3350112127485163,1,-1.254411839290408,0.2177796601600589,"RW",-1.9835298733379867,-5.1904892244643746,1.2234294777884016,NA,"InvSimpson","RW",0.218,", p > 0.1",-1.25,40,"t = -1.25, df = 40, p > 0.1","-1.98 [-5.19 to 1.22]"
"linear","R","TP1",0.4868743068823755,35.98383715926805,0.21319876829888224,2.7766564716244235,1,-0.4142592703262868,0.6811433415153187,"RW",-0.37819014691319197,-2.2297289915661995,1.4733486977398151,NA,"InvSimpson","RW",0.681,", p > 0.1",-0.414,40,"t = -0.414, df = 40, p > 0.1","-0.378 [-2.23 to 1.47]"
"quadratic","R","TP1",1.9489086662716757,35.98383715926805,0.19256460575724912,16.419441623521504,1,0.5251399296877646,0.6027068481376635,"RW",0.8303738099343174,-2.3765855411920707,4.0373331610607055,NA,"InvSimpson","RW",0.603,", p > 0.1",0.525,40,"t = 0.525, df = 40, p > 0.1","0.83 [-2.38 to 4.04]"
"linear","P","TP1",0.8709371355488468,35.98383715926805,0.38137712740226837,4.9669764857482654,1,0.5047797166943805,0.616791070034971,"RW",0.4608290722500544,-1.390709772402953,2.312367916903062,NA,"InvSimpson","RW",0.617,", p > 0.1",0.505,40,"t = 0.505, df = 40, p > 0.1","0.461 [-1.39 to 2.31]"
"quadratic","P","TP1",4.870723407447904,35.98383715926813,0.4812585366055656,41.035560073681886,1,1.3608556433917407,0.18202211371224275,"RW",2.151843387810365,-1.055115963316022,5.3588027389367525,NA,"InvSimpson","RW",0.182,", p > 0.1",1.36,40,"t = 1.36, df = 40, p > 0.1","2.15 [-1.06 to 5.36]"
"linear","L","TP2",0.7310177730360993,35.98383715926813,0.3201074417211765,4.1690128266791815,1,0.22802047125469305,0.8209210968058156,"RW",0.2081669661975351,-1.6433718784554725,2.0597058108505424,NA,"InvSimpson","RW",0.821,", p > 0.1",0.228,40,"t = 0.228, df = 40, p > 0.1","0.208 [-1.64 to 2.06]"
"quadratic","L","TP2",0.6200760512077378,35.98383715926813,0.06126746851034062,5.224104495582309,1,-0.5197022999896532,0.6064535626631169,"RW",-0.8217755963265324,-4.028734947452921,2.3851837547998556,NA,"InvSimpson","RW",0.606,", p > 0.1",-0.52,40,"t = -0.52, df = 40, p > 0.1","-0.822 [-4.03 to 2.39]"
"linear","R","TP2",0.4022137899007404,35.98383715926805,0.1761265348930809,2.2938354045745295,1,-0.716129632562698,0.4785333145393841,"RW",-0.6537769709642425,-2.5053158156172497,1.197761873688765,NA,"InvSimpson","RW",0.479,", p > 0.1",-0.716,40,"t = -0.716, df = 40, p > 0.1","-0.654 [-2.51 to 1.2]"
"quadratic","R","TP2",1.150125993049947,35.98383715926813,0.11363978325701309,9.689744280682385,1,0.04395228538093292,0.9651854384778484,"RW",0.06949924125706052,-3.1374601098693278,3.2764585923834484,NA,"InvSimpson","RW",0.965,", p > 0.1",0.044,40,"t = 0.044, df = 40, p > 0.1","0.0695 [-3.14 to 3.28]"
"linear","P","TP2",0.8357042136311782,35.98383715926813,0.3659488834998182,4.766042241993712,1,0.43952158013757303,0.6629120374569051,"RW",0.40125289370790307,-1.4502859509451045,2.2527917383609104,NA,"InvSimpson","RW",0.663,", p > 0.1",0.44,40,"t = 0.44, df = 40, p > 0.1","0.401 [-1.45 to 2.25]"
"quadratic","P","TP2",2.372663469257902,35.98383715926805,0.23443428286781742,19.98955107540758,1,0.7046449240625419,0.4855672076525729,"RW",1.1142148162159142,-2.092744534910474,4.321174167342302,NA,"InvSimpson","RW",0.486,", p > 0.1",0.705,40,"t = 0.705, df = 40, p > 0.1","1.11 [-2.09 to 4.32]"
"L / R",NA,"TP1",0.1625111190553797,35.98383715926805,0.05468471743544806,1.2060722339282868,1,-2.1482466878853534,0.09434388830900631,"RW",-1.9612010851494674,-4.192718485836559,0.27031631553762375,"SL-0","InvSimpson","RW",0.0943,", p = 0.0943.",-2.15,40,"t = -2.15, df = 40, p = 0.0943.","-1.96 [-4.19 to 0.27]"
"L / P",NA,"TP1",0.3170233884833571,35.98383715926805,0.10667783546387909,2.352781204006978,1,-1.092251431876064,0.5249765587977364,"RW",-0.9971502367635522,-3.228667637450643,1.234367163923539,"SL-0","InvSimpson","RW",0.525,", p > 0.1",-1.09,40,"t = -1.09, df = 40, p > 0.1","-0.997 [-3.23 to 1.23]"
"R / P",NA,"TP1",1.2344447521238562,35.98383715926805,0.4153885768060013,9.161401069102933,1,1.0559952560092893,0.5471011746320495,"RW",0.9640508483859153,-1.2674665523011757,3.1955682490730064,"SL-0","InvSimpson","RW",0.547,", p > 0.1",1.06,40,"t = 1.06, df = 40, p > 0.1","0.964 [-1.27 to 3.2]"
"L / R",NA,"TP1",1.0391915129644824,35.98383715926813,0.34968619118555977,7.712334004009137,1,0.783903821847764,0.715194721690446,"RW",0.7156501321428765,-1.5158672685442067,2.9471675328299596,"SL-1","InvSimpson","RW",0.715,", p > 0.1",0.784,40,"t = 0.784, df = 40, p > 0.1","0.716 [-1.52 to 2.95]"
"L / P",NA,"TP1",2.39618214993406,35.98383715926805,0.8063112515295346,17.783206313933682,1,2.1041306227562053,0.1031816542056263,"RW",1.9209261598851926,-0.31059124080189904,4.152443560572284,"SL-1","InvSimpson","RW",0.103,", p > 0.1",2.1,40,"t = 2.1, df = 40, p > 0.1","1.92 [-0.311 to 4.15]"
"R / P",NA,"TP1",1.4591087855938825,35.98383715926805,0.49098764510132026,10.828739613723975,1,1.3202268009084415,0.39341484197404353,"RW",1.205276027742316,-1.0262413729447755,3.4367934284294073,"SL-1","InvSimpson","RW",0.393,", p > 0.1",1.32,40,"t = 1.32, df = 40, p > 0.1","1.21 [-1.03 to 3.44]"
"L / R",NA,"TP1",0.9450149694413362,35.98383715926805,0.31799594314871166,7.013405125229516,1,0.6337802530116139,0.8025894685472557,"RW",0.5785976661629167,-1.6529197345241746,2.810115066850008,"SL-2","InvSimpson","RW",0.803,", p > 0.1",0.634,40,"t = 0.634, df = 40, p > 0.1","0.579 [-1.65 to 2.81]"
"L / P",NA,"TP1",1.0305687252988083,35.98383715926805,0.34678463768113243,7.648340199504737,1,0.770736522000236,0.7231431169724317,"RW",0.7036292953855854,-1.5278881053015054,2.935146696072677,"SL-2","InvSimpson","RW",0.723,", p > 0.1",0.771,40,"t = 0.771, df = 40, p > 0.1","0.704 [-1.53 to 2.94]"
"R / P",NA,"TP1",0.6900835990833462,35.98383715926805,0.23221196704608238,5.121438291616833,1,0.13695626898862198,0.9897153682683539,"RW",0.12503162922266864,-2.1064857714644223,2.3565490299097602,"SL-2","InvSimpson","RW",0.99,", p > 0.1",0.137,40,"t = 0.137, df = 40, p > 0.1","0.125 [-2.11 to 2.36]"
"L / R",NA,"TP2",0.6129217911178968,35.98383715926813,0.20624714882363945,4.548783850199038,1,-0.05042715885625249,0.9985990714503374,"RW",-0.046036518630566625,-2.2775539193176497,2.1854808820565164,"SL-0","InvSimpson","RW",0.999,", p > 0.1",-0.0504,40,"t = -0.0504, df = 40, p > 0.1","-0.046 [-2.28 to 2.19]"
"L / P",NA,"TP2",0.6499004518555338,35.98383715926813,0.21869040578558238,4.823220062457964,1,0.04214911428855673,0.9990210478715811,"RW",0.038479234785729614,-2.193038165901353,2.2699966354728125,"SL-0","InvSimpson","RW",0.999,", p > 0.1",0.0421,40,"t = 0.0421, df = 40, p > 0.1","0.0385 [-2.19 to 2.27]"
"R / P",NA,"TP2",0.6709732586929781,35.98383715926813,0.22578136974039187,4.979611375035871,1,0.09257627314480925,0.9952867623459929,"RW",0.0845157534162961,-2.1470016472707862,2.3160331541033785,"SL-0","InvSimpson","RW",0.995,", p > 0.1",0.0926,40,"t = 0.0926, df = 40, p > 0.1","0.0845 [-2.15 to 2.32]"
"L / R",NA,"TP2",1.125358205993366,35.98383715926813,0.37868113804224685,8.35181797627902,1,0.9097870829429547,0.6377186634122913,"RW",0.8305728687421184,-1.4009445319449654,3.062090269429202,"SL-1","InvSimpson","RW",0.638,", p > 0.1",0.91,40,"t = 0.91, df = 40, p > 0.1","0.831 [-1.4 to 3.06]"
"L / P",NA,"TP2",1.188995206403065,35.98383715926813,0.40009488133607063,8.82409839432516,1,0.9967143589292753,0.5836740574376356,"RW",0.9099314773017686,-1.3215859233853147,3.141448877988852,"SL-1","InvSimpson","RW",0.584,", p > 0.1",0.997,40,"t = 0.997, df = 40, p > 0.1","0.91 [-1.32 to 3.14]"
"R / P",NA,"TP2",0.6685790389549278,35.98383715926813,0.22497571883715073,4.961842732712996,1,0.0869272759863203,0.9958431812012885,"RW",0.07935860855965012,-2.152158792127433,2.3108760092467335,"SL-1","InvSimpson","RW",0.996,", p > 0.1",0.0869,40,"t = 0.0869, df = 40, p > 0.1","0.0794 [-2.15 to 2.31]"
"L / R",NA,"TP2",1.1139765319803552,35.98383715926813,0.3748512239356821,8.267349165267772,1,0.8937229449611386,0.647700835038018,"RW",0.8159074185312108,-1.4156099821558719,3.047424819218294,"SL-2","InvSimpson","RW",0.648,", p > 0.1",0.894,40,"t = 0.894, df = 40, p > 0.1","0.816 [-1.42 to 3.05]"
"L / P",NA,"TP2",0.5684891535323262,35.98383715926805,0.1912956412258684,4.219028133890857,1,-0.1693519945943233,0.9843200181217902,"RW",-0.15460669272463867,-2.38612409341173,2.0769107079624525,"SL-2","InvSimpson","RW",0.984,", p > 0.1",-0.169,40,"t = -0.169, df = 40, p > 0.1","-0.155 [-2.39 to 2.08]"
"R / P",NA,"TP2",0.32293088020740385,35.98383715926805,0.1086656964641572,2.3966235071179796,1,-1.0630749395554617,0.5427637747396634,"RW",-0.9705141112558497,-3.2020315119429408,1.2610032894312417,"SL-2","InvSimpson","RW",0.543,", p > 0.1",-1.06,40,"t = -1.06, df = 40, p > 0.1","-0.971 [-3.2 to 1.26]"
"TP2 / TP1","L",NA,6.434219411232103,18.00000000000002,2.758420790060115,38.29195619574782,1,3.7216420633177467,0.001561542102005892,"RW",3.3614060060264035,1.4638425530908368,5.25896945896197,"SL-0","InvSimpson","RW",0.00156,", p = 0.00156**",3.72,20,"t = 3.72, df = 20, p = 0.00156**","3.36 [1.46 to 5.26]"
"TP2 / TP1","L",NA,2.1858087498908207,18.000000000000007,0.937080306628768,13.008398929789358,1,1.997119031475209,0.061159222249555126,"RW",1.803808048419848,-0.09375540451571847,3.7013715013554145,"SL-1","InvSimpson","RW",0.0612,", p = 0.0612.",2,20,"t = 2, df = 20, p = 0.0612.","1.8 [-0.0938 to 3.7]"
"TP2 / TP1","L",NA,1.6613125225215732,18.000000000000007,0.7122229921023457,9.88696565566166,1,1.558853469516886,0.13643955775992506,"RW",1.4079643678247467,-0.4895990851108196,3.305527820760313,"SL-2","InvSimpson","RW",0.136,", p > 0.1",1.56,20,"t = 1.56, df = 20, p > 0.1","1.41 [-0.49 to 3.31]"
"TP2 / TP1","R",NA,1.7059798034918392,18.00000000000002,0.7313723478499521,10.15279394919339,1,1.6012326286484457,0.12672920792628534,"RW",1.446241439507503,-0.4513220134280635,3.3438048924430688,"SL-0","InvSimpson","RW",0.127,", p > 0.1",1.6,20,"t = 1.6, df = 20, p > 0.1","1.45 [-0.451 to 3.34]"
"TP2 / TP1","R",NA,2.0184452290415313,17.99999999999998,0.8653297202868676,12.012368766761409,1,1.8698802243235195,0.07785557953614979,"RW",1.6888853118206062,-0.20867814111496058,3.586448764756173,"SL-1","InvSimpson","RW",0.0779,", p = 0.0779.",1.87,20,"t = 1.87, df = 20, p = 0.0779.","1.69 [-0.209 to 3.59]"
