"spikeFac","species","emmean","SE","df","lower.CL","upper.CL","t.ratio","p.value","trait","amend","asymp.LCL","asymp.UCL","z.ratio","emmean.bt","LCL.bt","UCL.bt"
"2","pea",4.24837957572513,0.130373285061976,18,3.9744754676798,4.52228368377047,32.5862738958028,1.85645393477726e-17,"survival_perc.corr","RW",NA,NA,NA,69.9919038255406,53.2221928225464,92.045561096243
"0","lettuce",4.31352935712942,0.302211305739436,18,3.67860696409142,4.94845175016743,14.2732229906995,2.9504115571907e-11,"survival_perc.corr","BS",NA,NA,NA,74.703680185453,39.5912036720136,140.9565589236
"1","lettuce",4.38681584916709,0.302211305739436,18,3.75189345612909,5.0217382422051,14.5157238192451,2.2294006452228e-11,"survival_perc.corr","BS",NA,NA,NA,80.3840560888731,42.601670074306,151.674722188796
"2","lettuce",4.22475064215963,0.302211305739436,18,3.58982824912163,4.85967303519763,13.9794592787411,4.16550285628659e-11,"survival_perc.corr","BS",NA,NA,NA,68.3574559555808,36.2278532265015,128.982022630614
"0","radish",4.33073334028633,0.302211305739436,18,3.69581094724833,4.96565573332434,14.3301499912126,2.76158376595261e-11,"survival_perc.corr","BS",NA,NA,NA,76.0000000000001,40.2782228613546,143.402553282505
"1","radish",4.33073334028633,0.302211305739436,18,3.69581094724833,4.96565573332434,14.3301499912126,2.7615837659526e-11,"survival_perc.corr","BS",NA,NA,NA,76.0000000000001,40.2782228613546,143.402553282505
"2","radish",4.33073334028633,0.302211305739436,18,3.69581094724833,4.96565573332434,14.3301499912126,2.76158376595261e-11,"survival_perc.corr","BS",NA,NA,NA,76.0000000000001,40.2782228613546,143.402553282505
"0","pea",2.99086698415886,0.302211305739436,18,2.35594459112086,3.62578937719687,9.89660852310259,1.04774392728625e-08,"survival_perc.corr","BS",NA,NA,NA,19.9029305390847,10.5480877874646,37.5543560145932
"1","pea",1.7064863976891,0.302211305739436,18,1.0715640046511,2.34140879072711,5.64666630691977,2.34227691756718e-05,"survival_perc.corr","BS",NA,NA,NA,5.5095689944868,2.91994273460459,10.3958718591517
"2","pea",1.18511602049647,0.302211305739436,18,0.550193627458469,1.82003841353448,3.92148142041473,0.00100036640344975,"survival_perc.corr","BS",NA,NA,NA,3.27106631018859,1.73358865573743,6.17209553733455
"0",NA,0.864122459395257,0.608322588711551,6,-0.624389292242225,2.35263421103274,1.42050036515247,0.205279869732178,"dry_pod_weight.corr","RW",NA,NA,NA,2.37292283590211,0.53558841666276,10.5132273401857
"1",NA,-0.378145607938687,0.608322588711551,6,-1.86665735957617,1.11036614369879,-0.621620197828939,0.557056870800903,"dry_pod_weight.corr","RW",NA,NA,NA,0.685130732928807,0.154639703788275,3.03546960906138
"2",NA,0.73581296227329,0.608322588711551,6,-0.752698789364191,2.22432471391077,1.2095769184435,0.271932960208196,"dry_pod_weight.corr","RW",NA,NA,NA,2.08717810002886,0.471093453598405,9.24723616506403
"0",NA,0.113864034824228,0.638670233606513,4,-1.65936880910811,1.88709687875656,0.178282983663178,0.867165857869369,"dry_pod_weight.corr","BS",NA,NA,NA,1.12059975198344,0.190259031977794,6.60017971862644
