"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",28.192584405978,4.00972087136763,7.03105909623132,0.000205805876942066
"infected_peas_perc",-0.982613956379598,0.192494704095131,-5.10462851951496,0.00139231991279248
